m,L,v0,E,A,D: 1.09777,4,0.936226,0.917228,0.611327,11.6707,
0.00000000,0.00000000
0.01000000,0.03141337
0.02000000,0.06274374
0.03000000,0.09390833
0.04000000,0.12482479
0.05000000,0.15541144
0.06000000,0.18558745
0.07000000,0.21527310
0.08000000,0.24438995
0.09000000,0.27286107
0.10000000,0.30061123
0.11000000,0.32756710
0.12000000,0.35365747
0.13000000,0.37881340
0.14000000,0.40296842
0.15000000,0.42605870
0.16000000,0.44802325
0.17000000,0.46880401
0.18000000,0.48834609
0.19000000,0.50659785
0.20000000,0.52351107
0.21000000,0.53904105
0.22000000,0.55314677
0.23000000,0.56579094
0.24000000,0.57694018
0.25000000,0.58656500
0.26000000,0.59463999
0.27000000,0.60114381
0.28000000,0.60605928
0.29000000,0.60937339
0.30000000,0.61107741
0.31000000,0.61116683
0.32000000,0.60964140
0.33000000,0.60650517
0.34000000,0.60176641
0.35000000,0.59543765
0.36000000,0.58753562
0.37000000,0.57808118
0.38000000,0.56709932
0.39000000,0.55461906
0.40000000,0.54067337
0.41000000,0.52529910
0.42000000,0.50853688
0.43000000,0.49043098
0.44000000,0.47102926
0.45000000,0.45038297
0.46000000,0.42854667
0.47000000,0.40557805
0.48000000,0.38153781
0.49000000,0.35648946
0.50000000,0.33049918
0.51000000,0.30363565
0.52000000,0.27596985
0.53000000,0.24757487
0.54000000,0.21852574
0.55000000,0.18889923
0.56000000,0.15877359
0.57000000,0.12822844
0.58000000,0.09734449
0.59000000,0.06620332
0.60000000,0.03488724
0.61000000,0.00347897
0.62000000,-0.02793849
0.63000000,-0.05928213
0.64000000,-0.09046913
0.65000000,-0.12141709
0.66000000,-0.15204425
0.67000000,-0.18226966
0.68000000,-0.21201348
0.69000000,-0.24119712
0.70000000,-0.26974345
0.71000000,-0.29757707
0.72000000,-0.32462441
0.73000000,-0.35081403
0.74000000,-0.37607672
0.75000000,-0.40034573
0.76000000,-0.42355694
0.77000000,-0.44564901
0.78000000,-0.46656358
0.79000000,-0.48624539
0.80000000,-0.50464242
0.81000000,-0.52170608
0.82000000,-0.53739127
0.83000000,-0.55165656
0.84000000,-0.56446425
0.85000000,-0.57578049
0.86000000,-0.58557540
0.87000000,-0.59382308
0.88000000,-0.60050175
0.89000000,-0.60559376
0.90000000,-0.60908565
0.91000000,-0.61096821
0.92000000,-0.61123645
0.93000000,-0.60988966
0.94000000,-0.60693142
0.95000000,-0.60236952
0.96000000,-0.59621603
0.97000000,-0.58848720
0.98000000,-0.57920346
0.99000000,-0.56838933
1.00000000,-0.55607339
1.01000000,-0.54228818
1.02000000,-0.52707012
1.03000000,-0.51045943
1.04000000,-0.49249999
1.05000000,-0.47323925
1.06000000,-0.45272811
1.07000000,-0.43102076
1.08000000,-0.40817456
1.09000000,-0.38424987
1.10000000,-0.35930990
1.11000000,-0.33342056
1.12000000,-0.30665024
1.13000000,-0.27906969
1.14000000,-0.25075177
1.15000000,-0.22177131
1.16000000,-0.19220488
1.17000000,-0.16213061
1.18000000,-0.13162794
1.19000000,-0.10077749
1.20000000,-0.06966076
1.21000000,-0.03835997
1.22000000,-0.00695783
1.23000000,0.02446270
1.24000000,0.05581860
1.25000000,0.08702700
1.26000000,0.11800547
1.27000000,0.14867213
1.28000000,0.17894597
1.29000000,0.20874700
1.30000000,0.23799647
1.31000000,0.26661710
1.32000000,0.29453327
1.33000000,0.32167121
1.34000000,0.34795923
1.35000000,0.37332786
1.36000000,0.39771008
1.37000000,0.42104145
1.38000000,0.44326034
1.39000000,0.46430804
1.40000000,0.48412894
1.41000000,0.50267065
1.42000000,0.51988420
1.43000000,0.53572409
1.44000000,0.55014849
1.45000000,0.56311927
1.46000000,0.57460216
1.47000000,0.58456682
1.48000000,0.59298693
1.49000000,0.59984023
1.50000000,0.60510863
1.51000000,0.60877818
1.52000000,0.61083922
1.53000000,0.61128627
1.54000000,0.61011817
1.55000000,0.60733801
1.56000000,0.60295312
1.57000000,0.59697509
1.58000000,0.58941972
1.59000000,0.58030698
1.60000000,0.56966093
1.61000000,0.55750971
1.62000000,0.54388542
1.63000000,0.52882407
1.64000000,0.51236545
1.65000000,0.49455304
1.66000000,0.47543392
1.67000000,0.45505859
1.68000000,0.43348089
1.69000000,0.41075784
1.70000000,0.38694948
1.71000000,0.36211870
1.72000000,0.33633113
1.73000000,0.30965490
1.74000000,0.28216049
1.75000000,0.25392055
1.76000000,0.22500970
1.77000000,0.19550432
1.78000000,0.16548237
1.79000000,0.13502318
1.80000000,0.10420723
1.81000000,0.07311594
1.82000000,0.04183146
1.83000000,0.01043646
1.84000000,-0.02098612
1.85000000,-0.05235326
1.86000000,-0.08358206
1.87000000,-0.11459002
1.88000000,-0.14529521
1.89000000,-0.17561649
1.90000000,-0.20547376
1.91000000,-0.23478812
1.92000000,-0.26348211
1.93000000,-0.29147993
1.94000000,-0.31870759
1.95000000,-0.34509316
1.96000000,-0.37056691
1.97000000,-0.39506154
1.98000000,-0.41851233
1.99000000,-0.44085732
2.00000000,-0.46203747
2.01000000,-0.48199680
2.02000000,-0.50068260
2.03000000,-0.51804548
2.04000000,-0.53403956
2.05000000,-0.54862260
2.06000000,-0.56175605
2.07000000,-0.57340522
2.08000000,-0.58353932
2.09000000,-0.59213158
2.10000000,-0.59915929
2.11000000,-0.60460390
2.12000000,-0.60845100
2.13000000,-0.61069044
2.14000000,-0.61131630
2.15000000,-0.61032693
2.16000000,-0.60772493
2.17000000,-0.60351719
2.18000000,-0.59771482
2.19000000,-0.59033316
2.20000000,-0.58139170
2.21000000,-0.57091408
2.22000000,-0.55892798
2.23000000,-0.54546506
2.24000000,-0.53056090
2.25000000,-0.51425488
2.26000000,-0.49659008
2.27000000,-0.47761318
2.28000000,-0.45737432
2.29000000,-0.43592698
2.30000000,-0.41332782
2.31000000,-0.38963655
2.32000000,-0.36491578
2.33000000,-0.33923082
2.34000000,-0.31264953
2.35000000,-0.28524216
2.36000000,-0.25708111
2.37000000,-0.22824080
2.38000000,-0.19879742
2.39000000,-0.16882877
2.40000000,-0.13841404
2.41000000,-0.10763359
2.42000000,-0.07656875
2.43000000,-0.04530160
2.44000000,-0.01391475
2.45000000,0.01750887
2.46000000,0.04888622
2.47000000,0.08013441
2.48000000,0.11117086
2.49000000,0.14191357
2.50000000,0.17228132
2.51000000,0.20219386
2.52000000,0.23157216
2.53000000,0.26033859
2.54000000,0.28841715
2.55000000,0.31573365
2.56000000,0.34221591
2.57000000,0.36779396
2.58000000,0.39240022
2.59000000,0.41596966
2.60000000,0.43844002
2.61000000,0.45975193
2.62000000,0.47984906
2.63000000,0.49867833
2.64000000,0.51618998
2.65000000,0.53233774
2.66000000,0.54707894
2.67000000,0.56037464
2.68000000,0.57218970
2.69000000,0.58249291
2.70000000,0.59125705
2.71000000,0.59845895
2.72000000,0.60407959
2.73000000,0.60810411
2.74000000,0.61052189
2.75000000,0.61132653
2.76000000,0.61051591
2.77000000,0.60809217
2.78000000,0.60406172
2.79000000,0.59843520
2.80000000,0.59122748
2.81000000,0.58245760
2.82000000,0.57214874
2.83000000,0.56032814
2.84000000,0.54702702
2.85000000,0.53228054
2.86000000,0.51612765
2.87000000,0.49861104
2.88000000,0.47977698
2.89000000,0.45967525
2.90000000,0.43835895
2.91000000,0.41588441
2.92000000,0.39231101
2.93000000,0.36770104
2.94000000,0.34211952
2.95000000,0.31563404
2.96000000,0.28831459
2.97000000,0.26023334
2.98000000,0.23146450
2.99000000,0.20208408
3.00000000,0.17216971
3.01000000,0.14180043
3.02000000,0.11105647
3.03000000,0.08001909
3.04000000,0.04877027
3.05000000,0.01739259
3.06000000,-0.01403104
3.07000000,-0.04541760
3.08000000,-0.07668416
3.09000000,-0.10774810
3.10000000,-0.13852734
3.11000000,-0.16894057
3.12000000,-0.19890741
3.13000000,-0.22834870
3.14000000,-0.25718664
3.15000000,-0.28534504
3.16000000,-0.31274949
