0.00000000,0.00000000

0.00936226,4.71691846

0.01872453,5.18960942

0.02808679,4.77879055

0.03744906,3.94527321

0.04681132,2.90404518

0.05617358,1.77946783

0.06553585,0.65028553

0.07489811,-0.43170426

0.08426038,-1.43220890

0.09362264,-2.32901046

0.10298490,-3.10854937

0.11234717,-3.76362996

0.12170943,-4.29180228

0.13107170,-4.69417807

0.14043396,-4.97453953

0.14979622,-5.13865390

0.15915849,-5.19373783

0.16852075,-5.14803347

0.17788302,-5.01047039

0.18724528,-4.79039415

0.19660754,-4.49734799

0.20596981,-4.14089712

0.21533207,-3.73048767

0.22469434,-3.27533401

0.23405660,-2.78432972

0.24341886,-2.26597797

0.25278113,-1.72833837

0.26214339,-1.17898747

0.27150566,-0.62499078

0.28086792,-0.07288445

0.29023018,0.47133482

0.29959245,1.00221311

0.30895471,1.51483682

0.31831698,2.00482549

0.32767924,2.46832058

0.33704150,2.90197102

0.34640377,3.30291612

0.35576603,3.66876628

0.36512830,3.99758210

0.37449056,4.28785213

0.38385282,4.53846972

0.39321509,4.74870919

0.40257735,4.91820159

0.41193962,5.04691038

0.42130188,5.13510698

0.43066414,5.18334662

0.44002641,5.19244445

0.44938867,5.16345214

0.45875094,5.09763495

0.46811320,4.99644949

0.47747546,4.86152217

0.48683773,4.69462840

0.49619999,4.49767255

0.50556226,4.27266882

0.51492452,4.02172296

0.52428678,3.74701483

0.53364905,3.45078192

0.54301131,3.13530376

0.55237358,2.80288721

0.56173584,2.45585273

0.57109810,2.09652145

0.58046037,1.72720324

0.58982263,1.35018558

0.59918490,0.96772330

0.60854716,0.58202923

0.61790942,0.19526560

0.62727169,-0.19046375

0.63663395,-0.57312030

0.64599622,-0.95073709

0.65535848,-1.32142423

0.66472074,-1.68337360

0.67408301,-2.03486298

0.68344527,-2.37425938

0.69280754,-2.70002179

0.70216980,-3.01070324

0.71153206,-3.30495225

0.72089433,-3.58151363

0.73025659,-3.83922868

0.73961886,-4.07703471

0.74898112,-4.29396392

0.75834338,-4.48914160

0.76770565,-4.66178354

0.77706791,-4.81119259

0.78643018,-4.93675427

0.79579244,-5.03793114

0.80515470,-5.11425567

0.81451697,-5.16532114

0.82387923,-5.19076985

0.83324150,-5.19027750

0.84260376,-5.16353196

0.85196602,-5.11020329

0.86132829,-5.02989985

0.87069055,-4.92210055

0.88005282,-4.78604402

0.88941508,-4.62053345

0.89877734,-4.42355835

0.90813961,-4.19145839

0.91750187,-3.91666687

0.92686414,-3.57897809

0.93622640,-2.96680739

